issue_number,slug,title,issue_state,issue_created_at,issue_closed_at,actual_session_elapsed_seconds,actual_session_elapsed_status,actual_session_elapsed_source,github_cycle_time_seconds,github_cycle_time_status,github_cycle_time_source,actual_total_tokens,actual_total_tokens_status,actual_total_tokens_source,row_contract_completeness,row_contract_missing_fields,metric_availability_class,full_metrics_known,row_confidence,notes,source_prompt_relpath,sor_relpath
4331,define-first-class-nested-goal-accounting,[v0.91.6][csdlc][goals] Define first-class nested goal accounting,closed,2026-06-20T20:43:50Z,2026-06-21T05:17:33Z,25130,derived,sor_execution_window,30823,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4331-define-first-class-nested-goal-accounting.md,.adl/v0.91.6/tasks/issue-4331__define-first-class-nested-goal-accounting/sor.md
4332,vpp-pvf-lane-template-mini-sprint,[v0.91.6][pvf][sprint] VPP and PVF lane-template mini-sprint,closed,2026-06-20T20:45:31Z,2026-06-21T06:43:12Z,35455,derived,sor_execution_window,35861,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4332-vpp-pvf-lane-template-mini-sprint.md,.adl/v0.91.6/tasks/issue-4332__vpp-pvf-lane-template-mini-sprint/sor.md
4341,v0-91-6-wp-09-observatory-o-06-rebuild-the-html-observatory-as-a-mobile-capable-governed-surface,[v0.91.6][WP-09][observatory][O-06] Rebuild the HTML Observatory as a mobile-capable governed surface,closed,2026-06-20T23:01:52Z,2026-06-22T01:13:41Z,87946,derived,sor_execution_window,94309,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4341-v0-91-6-wp-09-observatory-o-06-rebuild-the-html-observatory-as-a-mobile-capable-governed-surface.md,.adl/v0.91.6/tasks/issue-4341__v0-91-6-wp-09-observatory-o-06-rebuild-the-html-observatory-as-a-mobile-capable-governed-surface/sor.md
4343,v0-91-6-runtime-aws-sprint-runtime-aws-and-local-operations-mini-sprint,[v0.91.6][runtime-aws][sprint] Runtime AWS and local operations mini-sprint,closed,2026-06-20T23:21:11Z,2026-06-21T05:23:58Z,1202,derived,sor_execution_window,21767,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4343-v0-91-6-runtime-aws-sprint-runtime-aws-and-local-operations-mini-sprint.md,.adl/v0.91.6/tasks/issue-4343__v0-91-6-runtime-aws-sprint-runtime-aws-and-local-operations-mini-sprint/sor.md
4356,fix-pr-run-slug-drift-identity-binding,[v0.91.6][tools] Fix pr run slug-drift identity binding,closed,2026-06-21T02:52:55Z,2026-06-21T03:24:54Z,1501,derived,sor_execution_window,1919,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: issue goal exists in the active Codex session; final token/time numbers should be consumed by closeout when available and must not be treated as zero if unavailable.,.adl/v0.91.6/bodies/issue-4356-fix-pr-run-slug-drift-identity-binding.md,.adl/v0.91.6/tasks/issue-4356__fix-pr-run-slug-drift-identity-binding/sor.md
4357,v0-91-6-review-repair-completed-sprint-review-truth-drift,[v0.91.6][review] Repair completed-sprint review truth drift,closed,2026-06-21T02:58:42Z,2026-06-21T03:41:04Z,4148,derived,sor_execution_window,2542,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4357-v0-91-6-review-repair-completed-sprint-review-truth-drift.md,.adl/v0.91.6/tasks/issue-4357__v0-91-6-review-repair-completed-sprint-review-truth-drift/sor.md
4368,prepare-v0-91-7-planning-documents,[v0.91.6][planning] Prepare v0.91.7 planning documents,closed,2026-06-21T05:50:27Z,2026-06-21T06:50:47Z,4840,derived,sor_execution_window,3620,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: detailed token/time accounting remains pending the issue-goal metrics substrate; record `unknown` rather than duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4368-prepare-v0-91-7-planning-documents.md,.adl/v0.91.6/tasks/issue-4368__prepare-v0-91-7-planning-documents/sor.md
4369,v0-91-6-adr-a-01-review-local-polis-ssm-operations-boundary-candidate-adr,[v0.91.6][ADR][A-01] Review Local Polis SSM Operations Boundary candidate ADR,closed,2026-06-21T05:53:33Z,2026-06-21T06:05:05Z,unknown,unknown,sor_issue_metrics_truth,692,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4369-v0-91-6-adr-a-01-review-local-polis-ssm-operations-boundary-candidate-adr.md,.adl/v0.91.6/tasks/issue-4369__v0-91-6-adr-a-01-review-local-polis-ssm-operations-boundary-candidate-adr/sor.md
4370,v0-91-6-adr-a-02-review-validation-lane-selector-and-pvf-test-cost-policy-candidate-adr,[v0.91.6][ADR][A-02] Review Validation Lane Selector and PVF Test-Cost Policy candidate ADR,closed,2026-06-21T05:53:53Z,2026-06-21T06:05:07Z,unknown,unknown,sor_issue_metrics_truth,674,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4370-v0-91-6-adr-a-02-review-validation-lane-selector-and-pvf-test-cost-policy-candidate-adr.md,.adl/v0.91.6/tasks/issue-4370__v0-91-6-adr-a-02-review-validation-lane-selector-and-pvf-test-cost-policy-candidate-adr/sor.md
4371,v0-91-6-adr-a-03-review-github-c-sdlc-projection-ownership-candidate-adr,[v0.91.6][ADR][A-03] Review GitHub/C-SDLC Projection Ownership candidate ADR,closed,2026-06-21T05:54:12Z,2026-06-21T06:05:09Z,unknown,unknown,sor_issue_metrics_truth,657,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4371-v0-91-6-adr-a-03-review-github-c-sdlc-projection-ownership-candidate-adr.md,.adl/v0.91.6/tasks/issue-4371__v0-91-6-adr-a-03-review-github-c-sdlc-projection-ownership-candidate-adr/sor.md
4372,v0-91-6-adr-a-04-review-runtime-integration-soak-boundary-candidate-adr,[v0.91.6][ADR][A-04] Review Runtime Integration Soak Boundary candidate ADR,closed,2026-06-21T05:54:28Z,2026-06-21T06:05:11Z,unknown,unknown,sor_issue_metrics_truth,643,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4372-v0-91-6-adr-a-04-review-runtime-integration-soak-boundary-candidate-adr.md,.adl/v0.91.6/tasks/issue-4372__v0-91-6-adr-a-04-review-runtime-integration-soak-boundary-candidate-adr/sor.md
4373,v0-91-6-adr-a-05-review-cognitive-scheduler-v1-authority-boundary-candidate-adr,[v0.91.6][ADR][A-05] Review Cognitive Scheduler v1 Authority Boundary candidate ADR,closed,2026-06-21T05:54:44Z,2026-06-21T06:05:12Z,unknown,unknown,sor_issue_metrics_truth,628,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4373-v0-91-6-adr-a-05-review-cognitive-scheduler-v1-authority-boundary-candidate-adr.md,.adl/v0.91.6/tasks/issue-4373__v0-91-6-adr-a-05-review-cognitive-scheduler-v1-authority-boundary-candidate-adr/sor.md
4374,v0-91-6-adr-a-06-review-workflow-lockfile-discipline-candidate-adr,[v0.91.6][ADR][A-06] Review Workflow Lockfile Discipline candidate ADR,closed,2026-06-21T05:54:58Z,2026-06-21T06:05:15Z,unknown,unknown,sor_issue_metrics_truth,617,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4374-v0-91-6-adr-a-06-review-workflow-lockfile-discipline-candidate-adr.md,.adl/v0.91.6/tasks/issue-4374__v0-91-6-adr-a-06-review-workflow-lockfile-discipline-candidate-adr/sor.md
4375,v0-91-6-adr-a-07-review-provider-model-suitability-boundary-v2-candidate-adr,[v0.91.6][ADR][A-07] Review Provider/Model Suitability Boundary v2 candidate ADR,closed,2026-06-21T05:55:17Z,2026-06-21T06:05:17Z,unknown,unknown,sor_issue_metrics_truth,600,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4375-v0-91-6-adr-a-07-review-provider-model-suitability-boundary-v2-candidate-adr.md,.adl/v0.91.6/tasks/issue-4375__v0-91-6-adr-a-07-review-provider-model-suitability-boundary-v2-candidate-adr/sor.md
4376,v0-91-6-adr-a-08-review-public-prompt-records-publication-boundary-candidate-adr,[v0.91.6][ADR][A-08] Review Public Prompt Records Publication Boundary candidate ADR,closed,2026-06-21T05:55:35Z,2026-06-21T06:05:18Z,unknown,unknown,sor_issue_metrics_truth,583,derived,github_issue_created_closed,unknown,unknown,sor_issue_metrics_truth,complete,none,cycle_only_recovered,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4376-v0-91-6-adr-a-08-review-public-prompt-records-publication-boundary-candidate-adr.md,.adl/v0.91.6/tasks/issue-4376__v0-91-6-adr-a-08-review-public-prompt-records-publication-boundary-candidate-adr/sor.md
4378,v0-91-6-tooling-preserve-child-issue-bundles-created-from-disposable-worktrees,[v0.91.6][tooling] Preserve child issue bundles created from disposable worktrees,closed,2026-06-21T06:06:03Z,2026-06-21T07:00:45Z,727,explicit,sor_issue_metrics_truth,3282,derived,github_issue_created_closed,227178,explicit,sor_issue_metrics_truth,complete,none,full_metrics_known,yes,high,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4378-v0-91-6-tooling-preserve-child-issue-bundles-created-from-disposable-worktrees.md,.adl/v0.91.6/tasks/issue-4378__v0-91-6-tooling-preserve-child-issue-bundles-created-from-disposable-worktrees/sor.md
4383,v0-91-6-adr-create-and-route-v0-91-6-adr-candidates,[v0.91.6][adr] Create and route v0.91.6 ADR candidates,closed,2026-06-21T06:45:36Z,2026-06-24T02:32:05Z,753,derived,sor_execution_window,243989,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: metrics were not reliably available from the original bootstrap bundle; do not infer zero cost.,.adl/v0.91.6/bodies/issue-4383-v0-91-6-adr-create-and-route-v0-91-6-adr-candidates.md,.adl/v0.91.6/tasks/issue-4383__v0-91-6-adr-create-and-route-v0-91-6-adr-candidates/sor.md
4388,v0-91-6-tools-sprint-complete-c-sdlc-integration-control-plane,[v0.91.6][tools][sprint] Complete C-SDLC integration control plane,closed,2026-06-21T07:37:26Z,2026-06-23T17:05:39Z,0,derived,sor_execution_window,206893,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4388-v0-91-6-tools-sprint-complete-c-sdlc-integration-control-plane.md,.adl/v0.91.6/tasks/issue-4388__v0-91-6-tools-sprint-complete-c-sdlc-integration-control-plane/sor.md
4389,v0-91-6-tools-vpp-make-vpp-the-default-validation-planning-surface,[v0.91.6][tools][vpp] Make VPP the default validation planning surface,closed,2026-06-21T07:40:15Z,2026-06-22T01:21:00Z,58649,derived,sor_execution_window,63645,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4389-v0-91-6-tools-vpp-make-vpp-the-default-validation-planning-surface.md,.adl/v0.91.6/tasks/issue-4389__v0-91-6-tools-vpp-make-vpp-the-default-validation-planning-surface/sor.md
4390,v0-91-6-tools-pvf-externalize-pvf-lane-selection-and-configuration,[v0.91.6][tools][pvf] Externalize PVF lane selection and configuration,closed,2026-06-21T07:40:20Z,2026-06-22T18:18:49Z,68568,derived,sor_execution_window,124709,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4390-v0-91-6-tools-pvf-externalize-pvf-lane-selection-and-configuration.md,.adl/v0.91.6/tasks/issue-4390__v0-91-6-tools-pvf-externalize-pvf-lane-selection-and-configuration/sor.md
4391,v0-91-6-tools-sep-automate-sprint-execution-packets-end-to-end,[v0.91.6][tools][sep] Automate sprint execution packets end to end,closed,2026-06-21T07:40:25Z,2026-06-22T02:39:28Z,62974,derived,sor_execution_window,68343,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4391-v0-91-6-tools-sep-automate-sprint-execution-packets-end-to-end.md,.adl/v0.91.6/tasks/issue-4391__v0-91-6-tools-sep-automate-sprint-execution-packets-end-to-end/sor.md
4392,v0-91-6-tools-metrics-complete-issue-and-sprint-goal-accounting,[v0.91.6][tools][metrics] Complete issue and sprint goal accounting,closed,2026-06-21T07:40:30Z,2026-06-22T00:41:35Z,4046,derived,sor_execution_window,61265,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: this issue extends the issue/sprint goal-accounting substrate and truthfully records that the live single-active-thread-goal constraint still prevents automatic child-session goal capture in this thread.,.adl/v0.91.6/bodies/issue-4392-v0-91-6-tools-metrics-complete-issue-and-sprint-goal-accounting.md,.adl/v0.91.6/tasks/issue-4392__v0-91-6-tools-metrics-complete-issue-and-sprint-goal-accounting/sor.md
4393,v0-91-6-tools-github-finish-octocrab-github-convergence,[v0.91.6][tools][github] Finish Octocrab GitHub convergence,closed,2026-06-21T07:40:35Z,2026-06-22T03:44:45Z,1461,derived,sor_execution_window,72250,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4393-v0-91-6-tools-github-finish-octocrab-github-convergence.md,.adl/v0.91.6/tasks/issue-4393__v0-91-6-tools-github-finish-octocrab-github-convergence/sor.md
4394,v0-91-6-tools-templates-repair-prompt-card-template-edge-cases,[v0.91.6][tools][templates] Repair prompt-card template edge cases,closed,2026-06-21T07:40:41Z,2026-06-22T18:20:07Z,71842,derived,sor_execution_window,124766,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4394-v0-91-6-tools-templates-repair-prompt-card-template-edge-cases.md,.adl/v0.91.6/tasks/issue-4394__v0-91-6-tools-templates-repair-prompt-card-template-edge-cases/sor.md
4395,v0-91-6-tools-runtime-route-runtime-integration-dependencies,[v0.91.6][tools][runtime] Route runtime integration dependencies,closed,2026-06-21T07:40:46Z,2026-06-22T18:21:03Z,483,derived,sor_execution_window,124817,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4395-v0-91-6-tools-runtime-route-runtime-integration-dependencies.md,.adl/v0.91.6/tasks/issue-4395__v0-91-6-tools-runtime-route-runtime-integration-dependencies/sor.md
4396,v0-91-6-tools-quality-close-tooling-reliability-rough-edges,[v0.91.6][tools][quality] Close tooling reliability rough edges,closed,2026-06-21T07:40:51Z,2026-06-23T17:02:56Z,0,derived,sor_execution_window,206525,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4396-v0-91-6-tools-quality-close-tooling-reliability-rough-edges.md,.adl/v0.91.6/tasks/issue-4396__v0-91-6-tools-quality-close-tooling-reliability-rough-edges/sor.md
4397,v0-91-6-tools-watcher-prove-or-implement-repo-native-sprint-watcher,[v0.91.6][tools][watcher] Prove or implement repo-native sprint watcher,closed,2026-06-21T07:47:19Z,2026-06-23T16:42:06Z,2168,explicit,sor_issue_metrics_truth,204887,derived,github_issue_created_closed,804943,explicit,sor_issue_metrics_truth,complete,none,full_metrics_known,yes,high,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4397-v0-91-6-tools-watcher-prove-or-implement-repo-native-sprint-watcher.md,.adl/v0.91.6/tasks/issue-4397__v0-91-6-tools-watcher-prove-or-implement-repo-native-sprint-watcher/sor.md
4398,v0-91-6-tools-context-evaluate-fastcontext-for-c-sdlc-workflows,[v0.91.6][tools][context] Evaluate FastContext for C-SDLC workflows,closed,2026-06-21T07:50:11Z,2026-06-22T18:21:26Z,1645,explicit,sor_issue_metrics_truth,124275,derived,github_issue_created_closed,438357,explicit,sor_issue_metrics_truth,complete,none,full_metrics_known,yes,high,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4398-v0-91-6-tools-context-evaluate-fastcontext-for-c-sdlc-workflows.md,.adl/v0.91.6/tasks/issue-4398__v0-91-6-tools-context-evaluate-fastcontext-for-c-sdlc-workflows/sor.md
4406,native-google-workspace-drive-sync-and-context-mirror,[v0.91.6][tools] Build native Google Workspace integration for Drive sync and context mirror,closed,2026-06-22T00:30:05Z,2026-06-23T16:42:37Z,64252,derived,sor_execution_window,144752,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4406-native-google-workspace-drive-sync-and-context-mirror.md,.adl/v0.91.6/tasks/issue-4406__native-google-workspace-drive-sync-and-context-mirror/sor.md
4412,v0-91-6-tools-sessions-implement-session-ledger-and-cross-session-coordination-commands,[v0.91.6][tools][sessions] Implement session ledger and cross-session coordination commands,closed,2026-06-22T02:33:03Z,2026-06-23T16:41:28Z,1130,explicit,sor_issue_metrics_truth,137305,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4412-v0-91-6-tools-sessions-implement-session-ledger-and-cross-session-coordination-commands.md,.adl/v0.91.6/tasks/issue-4412__v0-91-6-tools-sessions-implement-session-ledger-and-cross-session-coordination-commands/sor.md
4413,v0-91-6-tools-lifecycle-fix-pr-lifecycle-delegate-stalls-and-command-liveness,[v0.91.6][tools][lifecycle] Fix PR lifecycle delegate stalls and command liveness,closed,2026-06-22T02:33:28Z,2026-06-23T02:27:17Z,683,derived,sor_execution_window,86029,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: consume the `#4264` issue-goal metrics summary when available and record `unknown` instead of duplicating raw session logs here.,.adl/v0.91.6/bodies/issue-4413-v0-91-6-tools-lifecycle-fix-pr-lifecycle-delegate-stalls-and-command-liveness.md,.adl/v0.91.6/tasks/issue-4413__v0-91-6-tools-lifecycle-fix-pr-lifecycle-delegate-stalls-and-command-liveness/sor.md
4416,v0-91-6-review-observatory-adr-repair-wp-09-and-adr-sprint-review-findings,[v0.91.6][review][observatory-adr] Repair WP-09 and ADR sprint review findings,closed,2026-06-22T03:12:15Z,2026-06-22T18:19:28Z,920,derived,sor_execution_window,54433,derived,github_issue_created_closed,unknown,unknown,sor_goal_metrics_substrate_note,complete,none,timing_recovered_token_gap,no,low,actual_session_elapsed: Derived from SOR execution start/end timestamps because no explicit actual elapsed seconds value was recorded. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: exact final goal metrics will be reported by the goal tool at terminal update.,.adl/v0.91.6/bodies/issue-4416-v0-91-6-review-observatory-adr-repair-wp-09-and-adr-sprint-review-findings.md,.adl/v0.91.6/tasks/issue-4416__v0-91-6-review-observatory-adr-repair-wp-09-and-adr-sprint-review-findings/sor.md
4417,v0-91-6-tools-mini-sprint-validation-throughput-and-lifecycle-automation,[v0.91.6][tools][mini-sprint] Validation throughput and lifecycle automation,closed,2026-06-22T03:18:50Z,2026-06-24T04:50:01Z,18560,explicit,sor_issue_metrics_truth,178271,derived,github_issue_created_closed,9333614,explicit,sor_issue_metrics_truth,complete,none,full_metrics_known,yes,high,actual_session_elapsed: Derived from the issue-local SOR Issue Metrics Truth section when present. | github_cycle_time: Derived from repo-native GitHub issue createdAt and closedAt timestamps. | actual_total_tokens: Derived from the issue-local SOR Issue Metrics Truth section when present.,.adl/v0.91.6/bodies/issue-4417-v0-91-6-tools-mini-sprint-validation-throughput-and-lifecycle-automation.md,.adl/v0.91.6/tasks/issue-4417__v0-91-6-tools-mini-sprint-validation-throughput-and-lifecycle-automation/sor.md
